,delayType
10138,1
5083,2
2159,2
18389,2
10589,3
13689,2
7900,1
13165,2
16369,2
16629,2
15896,3
13764,2
1528,2
533,2
8325,2
10490,2
3647,2
1642,2
6676,3
11398,2
501,2
18210,2
12129,2
11489,3
3871,3
18270,2
17264,2
14907,2
10770,2
11563,2
3798,2
18405,3
17254,1
7834,2
18715,1
1638,3
2696,3
3688,2
11830,2
12844,2
9140,2
4328,2
13619,3
14260,2
12323,2
9703,3
12009,2
14513,2
14285,2
4212,2
10477,3
13091,2
18811,1
11342,2
7873,3
16370,2
2611,2
14960,2
18586,2
6994,2
4298,2
4979,2
11872,2
8220,2
8953,2
10887,2
18077,2
18759,2
7025,2
9530,3
2356,2
10666,3
343,2
8438,1
5168,3
3152,3
3149,2
9362,2
11213,1
8005,2
4588,3
5458,2
16229,2
847,2
6551,2
8158,2
3758,1
4446,2
18356,2
3504,3
2972,2
1882,2
2045,3
14547,2
1764,3
2529,2
5503,2
11625,2
9107,3
10189,2
4241,2
12774,1
12258,2
10433,3
3274,2
6616,3
9356,1
8126,2
8508,1
15401,2
13700,1
18272,2
14889,1
13126,3
8266,2
5640,2
7837,2
7831,2
12869,1
3380,2
489,2
11926,2
7767,3
13916,1
14126,2
8522,2
12647,2
2418,2
15201,2
5343,2
2497,2
3370,2
3947,3
4634,2
6215,1
8824,1
15403,2
14544,2
16157,2
11794,3
14535,3
7754,2
12563,1
12476,3
8763,3
18564,2
7745,2
15576,2
13107,2
6480,2
4501,2
3989,3
6751,2
463,3
17048,3
17282,2
11089,2
1681,1
18397,3
18714,1
2695,2
933,3
4875,2
3645,3
18830,2
12797,1
1304,2
8103,2
1181,2
7814,3
16816,3
13140,2
3122,2
5439,1
5715,2
10201,2
15459,2
12200,2
4117,2
2225,2
10257,2
15186,3
19089,2
575,1
5079,2
14756,3
16259,2
17005,1
14789,2
3238,2
3273,2
4339,2
434,1
11836,2
17001,2
5897,2
6315,2
16393,2
13008,2
1110,2
2144,2
17748,2
9027,2
10863,3
10432,3
9133,2
13886,3
4249,2
8078,2
3794,3
15763,1
13665,3
2163,2
5028,2
620,3
13038,2
16515,2
8184,2
5817,3
9134,2
4023,2
9627,2
17584,2
3780,3
16345,1
10537,2
3694,2
11952,2
13269,2
3873,2
17653,2
2396,2
952,2
10668,2
1513,2
1349,1
3985,2
12705,2
7173,1
13305,2
1116,1
11673,3
3396,2
5841,2
14032,2
14444,2
2186,2
18640,3
1842,3
9962,2
8856,2
14053,3
12458,2
16430,2
7833,2
10097,1
6888,2
740,2
16284,1
4194,1
8976,2
6038,2
2672,2
11297,1
12998,3
8156,2
4912,2
4400,1
3918,3
18407,1
7499,3
9471,2
766,2
9425,3
3289,2
13978,2
2371,2
4137,2
18798,3
13645,2
6727,2
551,2
3737,2
2154,2
6221,2
6732,2
10088,2
5145,2
84,2
8504,3
12373,2
2943,2
9784,2
820,2
5048,3
13103,2
16836,2
6756,3
18243,2
18628,2
2142,2
11046,2
7423,2
2473,3
7407,3
7240,2
4757,2
6503,2
11279,3
6964,2
12614,2
15862,2
13044,3
7451,3
3265,3
13826,2
16325,2
6435,2
6867,2
5071,3
14985,2
14962,2
5055,2
14953,3
17795,2
15204,3
1341,1
6079,2
12400,3
17126,2
6799,1
4209,2
7973,1
3888,1
7204,2
9999,2
13784,2
15712,2
13110,3
5846,2
2765,2
12122,2
11583,3
14603,2
5786,2
14475,1
7874,2
16745,2
13257,2
17286,3
2089,2
7682,2
13696,3
7090,2
761,1
7503,1
5153,2
15832,1
10270,2
8157,2
4208,2
288,3
5068,2
11059,2
11551,3
7172,1
12296,2
972,2
2510,2
14942,2
11166,3
19040,1
5431,2
2443,2
18398,3
11469,2
10367,2
1221,2
3840,1
15010,3
7677,2
1128,2
9803,2
2462,2
5453,3
12342,3
14695,2
16661,3
18305,1
7763,3
735,2
5442,2
15708,1
11201,2
12202,2
10065,2
1310,2
15930,2
15909,3
10957,3
11609,2
9982,3
4514,2
15129,2
4005,2
15563,2
7239,2
7970,2
184,2
16301,2
8444,2
3013,1
10645,2
2257,2
12019,2
15202,3
17106,2
10161,2
15967,2
8305,3
16871,1
10121,2
1178,2
1135,2
6592,2
9810,2
18470,2
10190,2
1070,2
5382,2
1213,2
13179,2
14648,2
13821,2
11900,2
12275,2
6851,2
18078,2
5655,2
16936,2
14316,2
5093,2
14496,3
15946,2
17284,2
9620,2
4701,2
14140,1
4041,2
8809,2
11209,2
5380,2
18606,2
4708,2
12055,2
3579,2
106,2
3946,2
12829,2
5681,2
12378,2
11197,2
18486,1
11445,1
14471,2
14610,2
1877,2
10267,2
9570,2
18612,3
8682,2
1469,2
18424,1
17177,2
13181,2
10942,2
14098,2
10094,2
14288,2
347,2
10421,3
15183,2
7145,2
13810,3
4670,3
12676,2
6443,2
14051,2
9172,2
4685,2
5173,1
4045,2
9891,2
3505,2
14049,1
7456,2
63,1
9903,2
8166,1
9319,2
5363,2
16538,2
15751,2
10119,2
3158,2
20,2
9224,2
7739,2
5340,2
146,3
8664,2
14504,1
6915,2
2952,2
5465,2
18499,2
17091,2
9360,2
2867,2
3869,2
8379,3
17509,2
7362,1
16455,2
15540,1
4755,1
13312,2
10345,2
3490,2
8442,3
16279,2
18508,2
1271,2
17940,3
519,3
17404,2
5613,3
18755,2
4230,2
16247,3
12333,2
11464,2
910,2
13398,2
13239,2
16888,2
18707,2
7590,2
7515,2
5103,1
17957,2
1295,3
15518,2
12564,1
15551,3
13458,2
5385,3
9715,3
1088,2
14014,2
4248,2
13795,2
7326,2
7787,2
10822,2
1462,3
13416,2
18965,2
6726,2
9253,2
12303,1
1359,2
8202,2
13106,2
3471,2
9486,2
10706,2
13449,2
15742,1
8840,3
16521,1
2938,2
14130,2
15229,1
14979,2
15661,2
6525,2
677,2
18796,2
1979,2
15768,2
3006,2
10779,3
5393,2
10426,3
324,3
10637,2
3935,3
10187,2
7923,2
1147,2
11670,2
11236,2
305,2
12541,2
8865,2
16659,3
17358,2
8143,2
9940,2
3057,2
17304,2
17214,2
7472,2
3723,2
47,2
10230,2
6528,2
4169,2
16714,1
4993,2
17071,3
12841,2
15207,2
2102,2
15234,2
7894,1
16895,2
6394,2
14623,2
6111,2
14621,2
11187,2
7813,3
5858,1
18493,2
8742,2
1041,2
9918,1
1182,2
5073,2
8224,2
8394,3
6369,2
18043,3
6236,2
3404,2
9283,2
15367,2
1969,2
2226,2
14807,3
2326,2
17235,3
10581,2
815,2
4728,2
2913,2
6860,3
5017,2
18706,2
3810,2
5315,3
2397,2
9310,2
4184,2
9888,2
16051,2
5543,3
4228,2
16711,2
4864,2
356,3
4286,2
8782,3
7703,3
15539,2
17635,1
18433,2
10042,3
8031,2
14488,3
1316,1
16798,1
13508,2
4606,1
12836,2
16523,1
15014,2
6295,2
5647,2
2770,2
5154,3
12599,3
18865,3
16073,2
12872,2
7229,2
16849,2
14922,1
7339,2
11962,2
1369,2
4095,2
18552,2
18566,2
3615,2
16041,2
15190,2
18074,2
807,2
10251,1
9771,3
3164,2
5330,2
4416,2
623,2
11240,2
1536,2
4071,2
5591,3
9895,2
1620,2
16782,3
14863,1
14250,2
16719,2
9622,2
11346,2
14391,3
1625,2
2879,2
9298,2
13352,2
7658,3
15311,2
2227,2
14519,2
17713,3
14327,2
18643,2
1072,3
5264,2
5470,1
11290,2
12696,2
16004,2
14415,2
2071,3
3586,2
9167,3
12765,2
16477,2
10378,2
7669,2
1174,2
17705,3
5667,2
2454,2
14074,2
18385,2
1461,2
3654,2
12252,2
11136,2
18076,2
13494,3
6035,2
9031,3
12521,1
16998,3
8691,2
18238,1
14397,2
9707,2
3454,2
14462,2
14556,2
13346,2
10315,2
14226,2
13674,3
3030,2
13378,2
16349,3
1837,2
5381,2
1621,3
9403,2
15787,2
17243,2
13434,2
5241,2
4490,3
1272,1
9642,2
12645,2
15038,2
8303,2
18326,1
9089,1
14476,2
2194,2
10998,3
4193,1
3458,2
17883,2
1196,3
10312,2
9315,2
10427,2
18738,2
11004,2
15112,2
14218,2
10233,2
8345,2
4494,2
6167,2
1584,2
18410,2
8162,2
17858,3
18766,3
6798,2
1081,2
15897,2
14294,2
10572,1
14786,3
7820,2
8399,2
15814,2
1023,2
19007,1
468,3
839,2
10181,2
9898,2
15145,2
5704,3
11074,1
2974,2
9308,2
647,3
11834,2
14570,3
10723,2
12094,2
881,3
13209,2
248,2
7689,1
1084,1
6750,2
10110,2
15592,2
10594,2
5480,2
10709,2
17774,2
4063,3
5430,2
14639,2
17462,2
13749,2
2752,2
1514,2
12337,2
16374,3
4359,2
5807,2
5676,2
8647,2
16263,1
8260,2
12091,3
10614,2
6231,2
18185,2
2342,2
12137,2
11172,2
958,2
2160,2
2115,3
11577,2
17331,3
14408,2
16622,1
15700,2
11615,2
14329,3
7040,2
16346,2
9762,2
2602,3
5775,2
8063,2
927,2
2011,2
8377,2
17629,2
17587,2
19005,2
13273,2
5326,2
5461,2
15394,2
17453,2
16885,2
18882,1
12195,2
12231,2
9436,3
6468,2
18589,3
12493,2
4551,2
15639,2
13677,2
1932,3
18819,2
11628,2
10876,3
16740,2
18912,1
11088,2
9976,2
4936,3
6580,2
537,2
17493,2
245,2
4285,2
17880,2
775,2
10633,2
4406,1
6998,1
11110,2
15210,2
409,2
5531,2
9459,2
3137,2
5533,2
1768,2
4302,3
9573,2
2130,2
9114,2
11146,2
9594,3
4688,2
3726,2
7009,3
3940,2
4179,3
2476,3
14921,2
2847,3
5321,3
8268,2
13979,2
3819,3
10408,3
18732,3
15440,2
17213,2
1329,2
9485,3
17627,2
716,3
16855,2
16476,2
3329,3
18578,2
6458,2
12319,2
16142,2
9456,1
14770,3
3701,3
18991,2
7645,2
17581,2
4941,3
18042,2
5884,2
14239,2
10374,2
2589,3
964,2
416,3
11258,3
12056,2
684,2
16339,3
10479,2
6815,1
16048,1
17689,2
7990,2
4312,2
7463,2
2245,2
8631,3
611,2
9460,2
5498,2
653,2
15522,2
12693,1
14745,2
15119,2
9562,2
16326,2
17602,2
6861,2
8997,2
7531,1
17224,1
3326,2
14219,2
12798,1
9924,2
17157,3
7335,2
17204,2
6950,3
13924,2
1581,2
7785,2
15414,2
6847,2
3233,2
9796,2
18302,1
7457,2
9462,2
18005,2
16951,3
11987,2
5643,2
16572,2
16887,1
6022,2
3292,3
2715,3
4042,2
14616,2
4354,2
16030,2
12413,3
19069,3
4132,2
7788,2
12789,3
13145,2
6159,2
10259,1
10073,1
2565,1
17121,2
7522,2
16721,2
12418,2
5101,2
9576,2
1170,2
5302,2
14681,2
7261,2
681,3
7714,2
13607,2
4025,2
16746,2
5104,2
3818,2
751,2
18523,3
4062,2
12787,2
4528,3
6269,3
15991,2
15781,2
8943,2
62,2
16478,2
10184,2
4873,2
13956,2
17995,1
13443,3
18592,2
3887,3
4428,2
577,2
18868,2
8640,2
1774,3
2562,3
3395,2
13075,3
4126,2
16091,2
11191,2
710,3
17485,2
6354,3
9372,2
12471,2
6051,2
4903,2
1805,2
15260,2
9897,2
15357,3
2353,2
7010,2
18585,2
18230,2
18885,2
16333,2
1990,2
6989,1
15800,2
2859,2
11100,2
15893,3
6318,3
848,2
6515,3
4210,2
6183,2
12100,2
4124,1
9393,3
13771,2
5659,2
4087,2
17972,2
5653,2
7699,1
3495,2
11855,2
16,2
7991,2
1233,2
12682,2
1692,2
10511,1
9514,2
13266,2
802,2
10262,2
3027,2
17585,1
6677,3
14734,1
2087,2
14915,2
13287,3
559,3
18245,1
16043,2
13681,3
14290,3
6910,2
17618,2
7998,2
15331,1
646,3
14738,2
3319,2
11771,2
3993,2
16642,3
4456,3
7752,2
16739,2
15926,2
11057,2
18377,2
1033,2
15861,2
9039,2
9944,2
14424,2
3387,2
15852,1
17965,1
4617,2
18860,3
6081,2
920,3
17008,2
505,2
11522,3
867,2
11881,2
11829,2
16162,2
13071,2
2001,2
5710,2
12980,2
13900,1
320,2
2973,2
741,2
665,2
4866,2
3245,2
5712,1
2095,2
10009,2
14652,2
13571,2
1660,2
3041,3
476,2
7939,2
18047,1
16031,2
15616,2
13036,2
18667,2
4499,2
6276,2
9196,2
1501,2
15537,2
5656,3
12895,3
12892,3
18362,2
17697,2
12733,2
9173,3
7928,2
15731,3
1049,1
15502,3
36,2
10265,1
6868,3
1246,2
9714,1
8416,2
18901,2
11702,1
4457,2
11677,1
3058,3
3613,2
11647,2
9340,2
17859,1
1926,2
478,3
3104,2
6026,2
18577,2
12897,1
7817,2
10221,2
2138,3
8042,2
8270,2
8273,2
15016,2
1087,2
480,1
15910,2
6161,2
8612,2
10604,2
16539,2
15191,2
5534,2
10875,2
5925,2
6360,1
14116,2
6834,2
18677,2
4061,3
9525,3
16286,1
15717,1
601,3
14636,2
12399,1
15160,3
6937,2
2537,2
16987,2
15953,2
10845,2
1280,2
14384,2
13447,1
8133,2
16200,2
3792,2
14355,3
8191,2
6267,3
2934,2
10759,1
5565,1
13527,3
1636,3
8122,2
6308,2
15511,2
6031,3
4548,2
16549,2
14320,2
8090,2
1236,2
10453,2
7712,3
14016,2
11028,2
9526,2
3942,3
10370,1
798,2
9795,3
6603,3
10542,2
2043,2
15032,2
15262,2
14243,2
6862,2
14264,2
9339,2
2502,3
9673,2
1723,2
3465,2
3594,2
3508,2
8960,2
2263,2
1911,1
244,2
13001,2
18260,1
5161,2
8391,2
4785,2
13679,2
1218,3
17448,3
11511,2
7119,2
8867,2
13596,2
748,2
8441,1
14981,2
10272,1
16990,2
7628,3
4288,2
16354,2
5934,2
2915,2
17620,2
7955,2
12099,3
900,2
4758,2
309,2
13656,1
4965,3
11415,2
673,3
11567,1
9084,2
12877,2
15194,3
3077,2
13154,2
4522,1
7022,1
6899,3
6961,2
7791,2
1436,3
2162,2
18034,2
1917,3
3736,2
7098,3
7779,1
7775,2
2587,2
12330,1
15949,3
394,3
7205,2
9496,2
8359,1
7877,2
5400,2
218,2
1561,2
6434,2
17399,2
17534,2
6681,2
16868,2
11455,3
18319,3
4467,2
14918,2
13367,2
7525,2
12403,1
814,2
3472,2
17871,3
17779,2
12816,2
2681,2
5039,2
14477,3
8271,2
11421,2
18899,1
12808,2
14047,2
1073,3
5389,2
10241,2
4254,2
2540,2
11865,3
8847,2
10858,3
16988,1
7079,3
11161,2
4019,2
4520,2
11438,1
7127,2
5552,2
3674,2
3600,2
14779,3
8080,2
9769,2
7279,2
17192,2
1177,3
1508,2
8838,2
2812,2
13636,2
8564,2
5671,2
16496,2
17527,3
5247,3
12264,2
3046,2
3772,2
5718,2
6991,2
6249,2
3371,3
3856,2
8327,3
4982,3
17337,2
8294,2
10840,1
16119,2
16330,3
18131,2
9497,2
18515,2
10338,2
18911,2
8496,2
18513,1
871,2
16566,2
13946,3
12518,1
14626,3
6728,2
12350,1
12551,2
5058,3
15209,2
1835,3
15488,1
17405,2
6939,2
13015,1
15055,2
11516,2
9572,1
5649,3
5462,2
16417,3
4260,2
15088,2
4199,2
5596,2
16243,2
8396,2
9908,2
2600,3
14301,1
406,3
3877,2
19082,2
8067,2
13976,2
12481,3
17438,2
12347,1
17888,2
7013,3
14146,1
6208,2
12179,2
8748,2
9977,1
1780,2
4235,2
15773,2
6980,3
11145,2
5511,2
16390,1
2595,2
17363,2
4380,2
18263,1
17133,2
13904,2
11075,1
5308,2
2272,3
3403,2
3759,2
13216,2
1604,2
10745,2
10116,3
5150,3
13024,2
5952,2
1925,2
10632,2
11597,2
16365,2
2698,3
11452,2
13445,2
2057,2
11009,2
11669,2
17924,1
17024,2
5450,2
10557,2
8862,2
11048,1
1371,2
4224,1
16779,3
16110,2
14289,3
2310,2
15379,2
7869,3
15841,3
15084,2
16762,2
3945,3
3591,3
18762,2
6792,3
3924,3
10969,1
17520,2
2656,2
8167,2
11650,2
1194,2
884,2
10782,2
8833,3
10274,2
6559,2
17237,2
4052,2
12522,2
9230,3
3719,1
12117,2
16092,2
5669,2
7224,2
6775,2
10515,2
14381,2
19074,2
7576,2
13267,3
12461,3
14248,2
16560,1
14096,2
15205,2
17941,2
17975,2
176,2
8759,3
11133,3
5170,3
8911,2
3969,2
13344,1
10685,2
14241,2
11412,2
16909,2
4839,2
7558,2
5057,3
18587,3
9321,2
1159,2
8218,2
1589,1
435,2
14619,2
17262,2
16759,3
15739,2
9865,3
15422,3
9739,3
6516,2
16482,2
11624,3
1458,3
1554,2
15266,2
16578,3
8812,3
3590,2
17736,3
16419,3
9913,1
16991,2
15445,2
14156,2
6521,3
17232,3
17004,2
544,2
10833,2
5323,2
4848,3
13348,2
8510,2
6260,2
13986,2
1531,1
11376,2
12291,2
5027,2
11611,2
6316,2
7665,3
8206,2
7271,1
1431,3
13496,3
139,1
18275,3
10289,3
12288,2
2358,2
3789,1
19067,1
8754,2
17020,2
614,2
10128,2
9539,3
18003,2
10416,3
5525,2
4014,2
18904,3
7442,1
8526,3
5022,3
10900,2
8666,2
4893,2
16504,3
17810,2
11056,2
9639,1
1633,2
16700,2
9568,3
6268,2
1092,2
18400,2
11272,1
18216,1
17707,3
10192,2
10436,3
14492,3
12754,3
4297,2
3009,2
13533,2
12234,2
18293,2
15703,2
13183,2
6498,2
8695,3
1828,2
14267,2
14799,2
8737,2
12511,2
13896,3
12898,3
8175,2
8100,2
17130,2
11822,2
3960,2
7673,2
1239,2
7567,1
1061,1
4337,2
12860,2
4856,1
6634,2
8213,3
13576,2
8066,1
3155,2
7376,2
9524,3
2442,2
17956,1
6614,2
5414,2
6492,2
13719,2
10658,1
4605,2
3932,2
1337,3
18014,2
17364,2
1410,2
3391,2
18009,2
8209,3
330,3
14963,2
14333,1
6782,2
3047,3
9835,2
2195,2
6007,2
9582,2
2911,3
4801,2
2330,1
2577,2
15792,2
15843,2
5626,3
10391,2
13984,3
6564,2
7605,2
4067,2
17471,2
15396,2
16401,2
5320,3
12671,1
13942,2
10115,2
8026,3
8356,2
7064,1
15261,2
17539,2
357,2
13099,2
5705,2
18480,2
3558,2
4957,2
8001,2
6578,2
3580,2
14750,2
9731,2
7099,2
9561,2
5202,2
14964,2
17855,2
5597,2
3793,2
249,2
10023,2
11381,2
14291,2
8402,2
18816,3
9696,2
1883,2
14617,2
6678,2
11503,2
11813,1
9609,2
13490,2
14913,2
10352,1
15962,2
13668,2
11570,2
15317,2
1609,2
13429,3
2880,2
15271,2
10766,3
140,2
11768,2
13294,2
2304,2
13097,2
15914,1
15195,3
12893,3
15985,2
17173,2
14967,2
13484,1
9176,2
10934,3
4413,2
230,2
3399,3
11542,2
15790,3
2749,1
11565,2
15705,3
3562,2
17848,2
18186,1
7890,3
8581,2
7880,2
15200,3
17187,2
3874,2
922,3
4770,2
4170,3
16387,2
14835,2
12167,1
4972,2
13080,2
7672,2
3172,3
13985,3
15405,2
4861,2
6606,3
7730,2
11758,2
9178,2
9333,2
16076,2
11968,2
4576,2
4987,2
13087,1
1680,2
11047,1
12577,3
15449,2
1235,2
4886,2
8741,2
10796,2
10124,2
6935,2
13751,2
14970,3
9108,2
10829,2
9121,2
17124,2
14837,1
7228,3
16715,2
3846,1
11832,2
15251,2
12134,2
9970,2
10988,1
18633,2
8849,3
19070,2
8165,2
17113,2
3620,2
10463,3
5730,2
17703,2
3781,2
12874,2
12928,3
16011,3
18848,3
529,1
8045,2
5827,2
6264,2
11286,2
8207,3
1771,2
1821,3
10203,2
2716,3
4675,1
5230,2
1853,2
14009,3
6333,2
10328,2
13646,2
1834,2
11595,2
7299,2
2491,2
1541,2
13789,2
9566,2
17044,3
12441,3
136,2
8785,2
17818,2
10146,3
2361,2
13172,2
7633,2
8486,3
1711,3
7901,2
2474,3
10440,2
16293,3
13205,2
19049,2
3065,2
7743,3
6999,2
16970,2
12312,2
6817,2
7439,3
886,2
16731,3
9270,2
3908,2
1873,2
4020,1
13526,2
11948,2
6582,2
18331,2
8832,2
13002,3
6630,2
3154,2
15096,3
7116,2
8926,2
13917,2
10806,3
13208,3
3423,2
6279,2
16246,2
9516,2
17613,2
808,2
7218,3
6258,2
7458,3
3880,2
10058,3
3386,2
2329,2
12008,2
988,2
12817,3
14150,2
18395,3
7794,1
3636,2
5929,2
13215,2
2278,3
16291,2
973,2
3680,1
3295,2
4759,2
12430,2
5608,2
18990,3
12736,2
10631,3
16750,1
7608,2
10966,3
11316,3
5946,2
5822,3
11303,3
10917,2
8678,2
14061,2
16287,2
13818,2
2561,1
3357,2
7500,1
17809,2
6383,2
6977,3
14155,2
9279,2
18921,3
7844,2
3220,2
18745,2
1171,2
13316,1
8219,2
5930,2
12760,2
12335,2
14432,2
629,1
15140,3
17400,2
168,2
7589,2
15219,2
12802,2
4094,2
221,2
1775,3
15810,2
1656,2
8853,2
8180,2
5624,2
10953,2
18136,2
9643,2
12997,3
16632,2
2551,3
2622,1
16216,2
7688,3
482,1
540,2
15350,1
3064,2
4066,2
3851,2
16134,2
4595,3
9624,2
12022,2
4269,2
323,3
130,2
4160,2
8400,1
3177,3
6916,2
10895,2
16553,2
15654,3
9969,2
12756,2
10817,2
4772,2
2501,2
12372,2
12751,3
7276,3
16250,3
4553,3
2125,2
6857,2
7384,3
13147,3
13609,2
1550,2
16898,1
7412,3
12225,2
16452,2
7748,2
2193,2
13053,1
16406,2
18891,2
18634,2
10821,2
13740,2
8583,2
16595,3
2964,2
8492,2
8804,2
17171,2
4296,2
1970,2
3687,3
11655,2
9945,2
10787,2
10396,2
12239,1
5546,2
5180,2
1783,3
6850,2
12043,2
17683,3
4951,2
18349,1
11951,2
6089,2
2849,2
17690,2
1252,2
15886,3
14113,2
16340,2
10518,2
6891,3
8544,2
17846,2
15770,2
9797,2
18188,1
2382,2
15921,2
193,3
7870,2
6604,2
6377,3
3584,2
6466,2
1336,2
6000,2
4998,2
6594,2
9296,2
2445,2
3336,2
14461,2
8663,2
14558,2
3836,1
11155,3
16829,3
6806,1
15532,3
3664,2
6615,2
11400,1
15681,2
17030,2
2512,2
14968,2
5495,1
8746,2
16806,2
6429,2
3952,2
7585,2
13971,3
4395,3
5004,2
4430,2
12749,1
15325,2
6497,2
16124,2
12201,2
18195,2
1293,2
2196,2
15982,2
2376,2
16914,2
6942,2
15548,2
12329,3
7185,3
1314,2
8089,2
8288,2
5466,2
2395,2
6644,1
7768,2
16422,2
17279,1
14827,1
18609,2
6162,3
7050,2
4002,2
5582,2
12839,3
16974,2
4841,3
13323,3
4735,2
4610,3
11339,1
4944,2
3098,2
16766,2
3044,2
3859,2
2723,2
11955,2
18944,2
16420,2
6720,3
4386,2
6099,2
15399,2
714,2
7077,3
4060,2
10562,2
9153,1
7434,2
7818,2
10764,2
4616,2
15441,2
9328,2
11273,1
14227,2
8188,2
15526,2
12125,2
642,3
14638,3
143,2
3708,2
7103,2
2818,2
8369,1
18910,2
1140,3
8669,3
3209,2
9749,3
16854,2
13094,2
2374,2
407,3
7001,1
10691,2
4566,2
2989,2
10041,1
11369,2
1425,3
13536,2
15531,3
6173,2
5314,3
9915,3
10799,2
3682,2
1599,2
243,2
11985,3
8900,3
1255,2
5217,2
4674,2
10474,2
13159,2
5559,2
5135,2
15628,2
17512,3
17011,2
8480,3
19068,1
712,2
10486,2
1722,2
12813,2
11737,2
15970,2
6770,2
18728,2
3860,2
13728,2
11165,2
17467,2
8216,1
11928,1
14629,3
460,2
5331,2
9144,3
8656,2
1504,2
10596,2
8482,2
13828,3
9353,2
15637,2
8250,2
10676,2
18274,2
14181,3
16440,2
3040,2
11364,2
14653,3
9876,2
2156,2
10669,2
17029,2
18199,2
12448,2
5420,2
3259,2
7764,2
14959,2
2599,2
6088,2
16161,1
3160,3
3522,2
12944,2
5801,2
6149,2
10720,2
5209,2
11313,2
10422,2
11024,2
17313,2
6296,2
15308,2
14151,2
3653,2
2222,2
8478,2
8107,2
12949,2
16657,2
1283,2
5404,2
17582,2
1686,2
13863,2
1082,3
5273,2
7309,3
1806,2
5182,2
1057,2
9746,2
2682,2
5290,2
18895,2
1394,2
18022,2
1973,2
6712,2
18871,2
17964,2
5332,2
3720,2
2960,2
6124,3
10359,2
15877,1
12969,3
18903,1
5452,2
11493,1
3004,2
9857,2
13954,2
3841,3
8452,2
7265,3
2918,2
1823,2
11022,2
12357,2
6189,2
6547,2
11437,1
14600,2
8462,2
4363,2
4053,2
16039,2
14089,2
649,3
12190,2
12051,2
1657,1
15321,2
11130,2
2687,2
7282,2
15257,2
19047,2
13778,2
4092,2
11334,3
10534,1
12603,2
8117,2
4321,2
1334,2
9198,2
15135,3
17716,2
11860,2
11173,2
10722,2
1815,2
17258,2
16386,2
17389,2
5354,1
15891,2
11910,2
5557,3
1282,3
14584,3
1906,2
12689,2
18035,2
1558,2
13471,3
17710,2
15892,2
14282,1
8169,1
13755,1
2091,2
7902,2
14628,2
4036,2
1343,2
11812,2
11833,2
12630,1
354,2
9737,3
6940,3
15043,3
6653,2
10777,3
11795,2
6589,2
13744,2
12230,2
7536,2
3346,3
2940,2
609,2
640,1
15206,2
16791,3
17990,3
2422,3
6686,3
2511,2
16375,2
13497,2
4647,2
4040,2
19006,2
4177,2
16807,2
9961,2
6613,2
9182,1
17436,3
15368,1
2129,3
12919,2
6363,2
12277,2
15074,3
15013,2
8959,2
13199,3
11976,2
1074,3
696,2
9843,3
16574,2
2424,2
3559,3
5494,2
13051,3
1516,2
18316,2
10382,2
11485,2
3503,2
18296,2
16646,2
12753,2
13220,2
506,2
4859,2
1050,2
14011,2
4921,2
1065,2
4799,2
11269,1
17607,3
14106,2
4172,3
3876,2
7872,2
6073,2
6382,3
16783,3
10587,3
596,3
16728,2
13440,2
5030,3
2399,2
17026,2
8706,1
19095,3
6571,2
3451,2
1212,2
3351,2
5706,3
2173,2
17776,2
7489,2
14412,2
11219,1
6718,2
1963,3
5301,2
11142,2
3032,2
16363,2
9807,3
12543,2
4768,3
17322,2
3119,2
7720,3
6011,2
15573,2
9083,2
18947,2
6744,2
9754,2
18979,3
971,2
9725,3
7372,1
5707,2
746,3
15086,1
8607,3
11618,2
17921,1
13478,2
7614,2
2533,2
6426,2
4535,1
15334,1
1200,2
13288,2
13089,3
15363,3
4756,2
8306,3
16802,2
10456,3
10769,2
5212,2
13849,3
18649,3
2850,2
2507,2
10185,2
7130,2
9018,3
892,3
3170,2
13297,1
185,1
8743,3
18884,2
850,2
17569,3
830,2
17715,2
5780,2
9374,2
4687,2
12197,3
10076,2
6410,3
14230,2
10695,2
11937,2
5898,2
12699,3
14814,3
2657,3
10654,3
3144,2
1918,2
1168,2
15213,1
15676,2
4692,2
827,2
153,1
15184,2
10561,2
14468,2
8917,2
14172,2
3597,2
18488,3
8962,2
4233,2
9250,3
3010,2
5347,2
12302,3
8574,2
12724,2
10498,2
16488,1
5231,3
7632,1
5383,3
9347,3
5991,3
1307,2
6448,2
9219,2
13786,2
18684,3
16484,2
2179,3
5469,2
16046,2
2914,2
7750,3
9232,2
889,1
4901,3
1176,2
8672,1
17963,1
13883,1
17013,2
5038,3
4766,2
15610,2
17234,3
14688,2
3612,2
14861,2
6181,2
6844,2
9851,2
15775,2
2654,1
14269,2
5042,2
1148,2
17017,2
4830,1
353,2
13033,2
14510,3
700,2
7360,2
13839,2
18767,1
7822,2
14847,2
5576,2
16037,2
329,2
4715,2
18995,1
3977,2
15221,2
2295,2
5221,3
10056,3
613,2
1703,2
17695,3
698,2
13699,3
3800,3
1398,2
1744,2
17781,2
8923,2
4603,2
750,3
12036,2
18463,2
11649,2
9786,2
15333,2
16786,3
6904,3
10059,2
16356,2
6934,3
16180,3
10236,2
11403,2
4182,2
5691,2
12196,2
13158,2
7588,2
16113,2
10169,2
14508,2
7180,2
11925,1
2093,2
8925,3
8286,2
398,3
18616,3
18942,2
1472,3
4922,2
9521,2
15984,2
13032,1
14851,2
9387,2
3282,2
1187,2
7734,2
1048,3
16795,3
818,2
12910,3
17836,2
17785,2
