,delayType
18593,1
9441,2
17913,3
15586,3
4487,2
14491,3
6701,2
16050,2
14878,3
2016,2
50,2
4935,2
3461,2
7073,3
16203,2
1160,2
14833,2
18697,2
6776,2
1367,2
12316,2
12278,2
472,2
4784,2
1161,1
1323,2
17622,2
4648,2
951,2
1478,2
7878,2
97,2
9914,2
16392,2
7290,2
16233,2
3020,2
15432,2
14114,3
1165,2
10509,2
8365,3
15659,1
7419,1
5703,3
3783,3
18886,2
10606,2
594,2
2985,2
11540,3
4888,2
17597,3
13192,3
9194,2
16184,2
12409,2
5868,2
7087,1
10696,2
12683,2
18466,3
1799,2
1586,2
73,2
13124,2
12417,1
2665,2
1948,2
548,2
1141,3
18927,3
3112,3
9004,2
10055,1
4842,2
15521,2
10755,2
1542,3
12858,2
10152,2
17801,2
3488,1
16797,2
12849,2
11674,2
14532,3
12530,2
382,2
8814,1
3453,2
1762,2
12607,2
1366,3
1709,2
9991,1
9402,2
14050,2
9157,2
5110,3
10697,3
13212,2
15264,2
16421,3
13925,2
18978,2
3330,2
16682,2
1998,2
18724,2
13614,2
58,2
369,2
5996,2
5151,2
10560,3
9801,2
7367,1
3284,2
4051,2
4348,2
8358,2
6749,3
5803,1
9158,2
430,1
2664,2
2519,2
9856,2
9697,2
3575,2
12199,2
18907,3
8877,3
5645,2
12533,2
2276,3
7992,2
15332,3
10347,2
7305,2
3893,3
15497,2
4375,2
11052,2
7876,2
3574,3
11367,2
12558,2
18494,2
7875,2
17241,2
5592,3
17784,2
12176,2
16297,3
10598,2
840,1
18652,2
6696,1
1682,2
8694,2
8072,2
11294,2
15890,2
9882,2
18774,2
11875,2
7029,1
18109,3
6975,2
4818,2
939,2
12961,2
8466,2
9208,2
9126,1
18471,2
6066,3
8461,1
14562,2
10768,2
8227,2
2736,2
8036,1
16112,3
4827,2
11041,2
17096,2
7415,2
11989,2
13808,2
1017,2
5989,2
18737,2
18151,2
3202,2
3678,3
12380,3
5777,1
3402,2
1888,2
7547,2
3553,2
17010,2
5725,2
14065,1
3996,2
18491,3
240,3
10641,2
2614,2
16232,2
9276,2
11954,3
1289,2
17837,2
5446,2
2982,2
3532,2
5378,2
14293,1
9873,2
18350,2
12193,2
12609,3
17027,2
2347,2
6590,1
15147,2
12966,3
13773,2
2771,3
14593,2
1227,2
7613,3
5666,2
11619,2
10842,1
4511,2
8761,2
16097,2
8315,2
11301,3
16132,2
6440,1
16306,2
18015,3
15335,3
12613,2
15220,2
14931,2
10758,2
18620,2
1546,2
6979,2
8770,2
10021,2
7532,3
17571,2
16358,2
18506,2
3055,2
16986,2
268,2
7625,3
6566,2
1890,2
876,1
3258,2
785,1
9854,2
2583,2
16323,2
13597,2
1380,2
18746,1
2235,2
11844,3
3340,2
4667,2
133,1
11750,1
5299,2
14560,2
3090,2
10200,2
7551,2
12070,3
5701,2
18235,2
5955,2
11034,2
112,2
14094,2
18094,2
7967,2
801,2
1910,3
18532,2
15976,3
14252,3
4582,2
3875,2
10519,2
9127,2
10956,3
1732,2
11912,2
9143,3
3125,2
7857,2
17212,1
17047,2
7753,2
12687,1
1789,2
14531,2
380,2
2471,2
12229,2
3766,2
909,2
12501,2
3839,2
9748,2
13772,3
9477,1
9844,1
6885,3
14864,1
17807,2
10808,1
3814,2
9299,3
1769,2
4434,3
4437,2
3443,2
3537,2
18793,3
2020,2
4237,2
129,2
16524,1
15988,2
1361,2
10665,1
10043,3
11302,2
12227,2
15170,3
11473,2
2337,1
4906,2
5102,2
2127,3
17058,2
12864,2
16415,2
12261,2
18866,2
14025,3
13655,1
15769,1
10207,2
6444,2
4492,2
5325,2
10303,2
426,2
3966,2
875,1
4950,3
14152,2
12012,2
11293,2
5896,2
18883,3
10160,2
11196,3
4716,2
3012,2
10155,1
5188,2
16978,2
6140,2
10712,2
9590,2
8065,3
11606,1
5043,2
10629,2
7264,3
11271,2
13939,1
18712,3
12368,2
13598,2
16518,2
8571,2
454,2
17270,3
12752,2
6106,3
17429,2
5907,3
11512,2
4338,2
1953,2
12025,2
15906,1
15482,2
13176,3
15758,1
14980,2
17087,3
15456,2
12695,1
7059,2
16095,2
10927,2
1767,2
9666,2
11422,2
10071,2
7381,2
7108,2
14867,1
9239,2
9831,2
14591,2
724,2
5851,3
31,2
12015,2
15765,1
15161,1
1133,2
15694,1
1555,2
9161,2
18200,2
18067,2
147,2
7396,2
7260,2
13000,2
16337,2
5455,2
1576,2
10133,1
9867,2
11231,2
12950,2
8915,3
18335,2
11915,3
2339,2
9706,2
17981,1
8201,1
5598,2
1567,2
9965,2
1265,2
5118,2
5524,2
4722,2
5044,3
17491,3
13425,2
137,2
4109,3
9193,1
9756,2
16679,3
13827,1
11589,2
18313,2
9392,2
6018,2
17082,3
10183,2
15387,2
8339,2
9605,2
17616,2
15836,3
3971,2
4792,2
8453,2
8094,3
17682,2
13479,2
6416,2
5113,3
8051,2
6127,2
12606,2
2161,2
16534,2
12710,2
16905,3
4686,2
13152,2
12547,2
10648,2
18536,2
6741,2
5410,2
13083,2
10062,2
10703,2
10698,2
12529,2
16185,2
7776,2
8689,2
6312,3
12727,2
8002,1
6925,2
17726,2
14665,2
6479,1
4351,1
9465,2
4837,1
3773,3
17050,2
250,2
5810,2
11495,2
779,2
10865,2
5396,1
83,2
12216,3
14500,2
7961,1
612,2
16713,2
765,2
6285,2
7304,1
16555,2
13581,3
10475,2
4877,1
4394,3
4880,2
10136,2
14952,2
18632,3
9957,1
8726,2
6985,2
5081,2
2166,3
5324,3
118,1
2755,2
9954,2
13164,3
18013,2
1231,2
10465,3
13389,2
9752,2
18510,1
5963,2
8566,2
18116,3
14489,3
16653,2
6936,2
10473,2
14588,3
9378,1
15629,2
8024,2
14206,2
5144,3
4081,2
1538,2
2268,2
7855,2
10512,2
475,2
14246,2
17505,2
4264,2
17830,2
10852,2
1036,2
14343,2
7350,1
9830,2
2640,2
18459,2
16656,2
16261,2
10839,2
5699,2
5977,2
17090,3
16771,2
11901,3
1872,2
9695,2
13271,2
6347,2
11406,2
4027,1
8927,3
9922,2
4652,2
5869,2
6205,2
4344,2
11914,3
11680,2
18110,1
780,3
10443,3
3302,2
10548,2
4136,2
9203,1
14646,3
11122,2
4608,3
4129,2
12945,3
11375,2
6955,2
13820,2
10104,1
5399,2
18897,2
381,2
9529,2
16760,2
14305,1
3998,2
4258,3
316,2
2632,1
4803,2
5717,2
10239,3
5902,2
19066,3
18241,2
1517,3
5948,2
8424,2
2908,2
10716,1
18909,2
18524,3
718,2
3919,2
19004,2
9560,3
8282,2
14815,2
4955,2
11878,2
17760,3
5352,2
12060,2
12334,3
13803,2
12386,3
18369,2
12362,1
744,1
18690,3
17987,1
6301,2
161,3
17947,2
6645,1
1257,2
19039,3
3958,2
8509,2
1083,2
2740,2
7123,1
10774,3
12257,2
17969,2
9855,2
10004,2
18905,3
15866,2
17530,2
15003,2
4356,2
4211,3
11817,2
10908,2
18226,2
11804,2
1708,2
14124,2
18925,3
11517,2
17918,2
3747,2
1830,3
3480,2
2273,2
2892,2
8408,2
17231,2
4369,2
12675,3
4276,2
12064,2
11840,2
6046,3
18551,2
13028,2
11998,3
18254,2
15188,2
18900,2
10513,2
10488,2
15081,2
5769,2
2702,3
16343,2
15113,2
7126,2
10739,3
11449,2
18638,1
11373,3
1338,2
18619,2
10358,2
4915,2
1153,2
13716,2
11845,2
6009,2
10485,1
713,2
5387,3
1887,2
9051,3
743,2
13055,2
7333,1
641,3
14457,2
10195,2
8739,3
12194,2
8904,3
10607,2
2031,1
674,1
11137,1
16248,3
14977,3
5771,2
2059,2
15863,3
12800,2
9294,2
16818,2
17223,2
11533,2
18948,2
715,2
2165,3
6179,2
14268,3
799,1
6437,3
11777,1
4349,1
7816,1
11749,3
13252,2
18447,3
7805,2
10179,2
8898,3
2048,2
3398,2
14136,2
11644,2
8464,1
11332,2
1482,2
7088,1
3305,2
11270,2
5001,2
16598,2
14657,2
12057,2
10827,2
7024,2
17574,2
8014,1
13631,2
6015,2
4283,2
7160,3
13282,2
7624,2
12359,2
8471,3
13178,2
14663,3
2493,2
9937,3
3115,2
17823,3
8606,3
3318,2
10334,3
9598,2
816,2
10388,2
12586,2
12369,2
17771,2
10054,2
17819,3
12876,2
2026,2
6274,2
8972,3
10791,1
11741,2
1782,3
14879,3
11264,2
7227,2
14919,3
3499,2
12371,2
14925,2
56,2
3207,3
650,3
538,2
3769,2
7322,2
6957,2
10530,2
2481,2
9682,1
9832,1
11152,2
13718,2
427,2
8079,2
7452,2
14373,2
2724,3
13588,2
14806,2
11635,2
14966,2
8534,2
7915,1
11365,1
2760,2
15006,3
9842,2
7361,2
18256,2
10528,1
16946,2
6470,2
11401,2
16788,3
3598,3
2513,2
1381,2
15989,2
14660,2
1244,2
5575,2
13914,3
3845,1
18537,2
13219,2
13871,2
5621,3
4498,2
3837,2
7181,1
13157,2
4913,2
14036,2
13261,2
6130,2
10538,2
13438,3
12746,2
9274,3
17039,2
15695,2
17415,2
18206,3
3824,2
813,2
7473,2
786,3
172,2
14402,2
14609,3
2650,2
17092,2
18201,3
5772,2
11211,2
619,2
9272,2
13551,2
107,2
4815,2
1169,2
17521,2
273,3
9677,2
2549,3
18951,2
8421,2
4654,1
17753,3
5903,2
15995,1
4431,2
9044,1
3523,2
3190,2
7368,1
17786,2
18876,2
5364,2
12790,3
6196,3
9472,1
4319,1
7891,3
11217,2
3109,1
3113,2
9973,2
8570,3
16742,2
11111,2
6114,2
1492,1
14887,3
5981,2
8420,2
11198,2
12161,2
7357,1
5344,2
17373,3
18292,3
11616,2
3462,2
10045,2
11229,2
13439,3
12700,3
8076,2
3095,2
16500,2
8233,2
6134,2
11935,2
6632,2
1340,2
12582,3
1416,2
18141,3
17666,3
9301,2
9030,2
8845,2
10967,1
1740,2
6753,2
15134,2
5298,2
4259,2
7986,1
13968,2
8965,2
4709,3
5729,2
17649,2
11141,3
9839,2
19014,1
18429,2
15686,2
4422,2
1408,1
10355,1
16456,2
4291,2
651,2
13817,2
2788,2
13615,3
3649,2
10193,2
6990,1
2631,2
10929,3
1333,2
3492,2
16385,2
4862,2
16541,2
152,2
13098,2
2009,2
15928,2
11783,2
12224,1
15682,2
9383,2
17535,2
6583,3
7747,2
10127,3
4039,2
9217,2
18468,2
15288,2
18132,3
5606,2
10397,2
9698,2
12568,2
18309,2
4777,2
8411,2
14787,2
16429,2
17866,1
10064,3
15054,2
17775,2
5544,3
16912,1
10814,2
18261,3
10602,2
4889,2
13459,3
4732,2
8171,2
8733,3
34,3
2405,3
11315,1
2769,3
2673,2
11879,2
12044,1
17813,2
18894,2
15699,2
14984,3
1051,3
122,2
2900,2
5214,3
12985,2
18406,1
13994,1
10925,2
6970,2
18421,2
6790,2
14974,1
8902,2
1894,3
8322,2
15431,2
8217,1
8515,2
10143,2
2829,3
687,2
13017,2
6755,3
5696,2
18872,2
11790,2
14191,2
18945,2
15316,2
1520,2
13683,2
10635,1
6514,3
2733,2
2527,3
436,2
16314,2
14686,2
11060,2
10048,2
14848,1
16063,1
2190,2
9131,2
13025,1
16630,2
1523,3
3440,2
8551,2
12881,2
17070,3
4505,3
9665,1
15857,2
12814,2
4100,3
1812,2
3168,2
15424,3
8910,2
14543,3
12210,3
4435,3
16260,2
4646,2
5528,2
14910,1
11262,2
198,2
1964,3
6721,3
2659,2
10740,1
5993,2
7421,2
12187,2
16146,3
17563,3
3181,2
15826,2
3683,3
14728,2
6648,2
5849,3
6421,2
8945,2
2359,1
15017,1
17161,2
6270,2
3286,2
5487,3
17641,2
5668,2
14905,2
13866,2
19032,2
9656,2
15179,2
15398,2
5802,2
361,2
159,3
16264,2
3661,2
16193,2
13382,2
471,2
10255,1
11886,1
11802,2
13980,3
17283,2
3043,2
18961,3
17890,2
12955,3
12349,1
4393,2
7572,2
5377,2
10327,2
6003,2
9705,2
9911,2
868,2
4794,2
18437,2
11017,1
2727,3
2452,2
10948,2
11648,2
17054,2
3930,2
13412,2
16502,2
6065,3
1086,3
669,2
11241,2
12046,2
3345,2
8648,2
5441,2
10751,2
1473,3
18962,2
17099,2
14478,2
932,2
6401,2
2264,2
4591,2
13109,3
6171,3
5719,2
12583,2
8099,2
17549,1
3707,2
16040,2
7728,1
13530,2
1039,2
5413,1
10011,3
10568,2
17486,2
17042,2
270,2
4316,1
16448,2
12269,3
5129,2
686,2
8172,2
8536,2
8290,2
5751,2
4975,2
7937,2
16432,2
8304,2
11441,3
12972,3
10442,2
3899,2
12764,3
6783,2
17287,2
8641,1
2239,1
6736,2
5281,2
7176,2
3203,2
8070,2
14312,1
16846,1
17919,2
18784,1
7058,3
16122,2
5539,2
18268,2
11906,1
10506,3
13842,1
3635,2
13951,3
11765,3
5791,2
7584,2
12157,2
7210,2
19026,2
11885,2
8584,2
12692,2
18542,3
4824,2
10171,3
12848,2
17350,2
8493,2
11977,1
3617,2
8879,2
10092,2
13731,2
13616,3
9,2
15927,2
12144,3
4825,2
8619,1
11069,2
6658,2
1102,2
7342,1
17451,2
167,2
9041,2
14740,2
583,2
13066,2
11151,2
6601,2
2318,2
2888,2
11738,2
18815,3
10031,1
587,1
708,2
9006,2
6602,3
15819,2
8047,3
17966,3
15736,2
18279,2
5329,2
9761,2
15827,3
12916,2
1493,2
2465,2
15011,2
10595,3
8922,2
2617,2
15189,1
3165,2
10020,2
13512,2
7806,1
3593,2
4189,2
16267,2
3666,2
15485,1
5776,2
6326,2
13848,3
13210,2
3691,2
17573,2
1245,2
10371,3
1824,2
11798,2
17377,2
11876,2
4244,2
6705,2
1089,1
12374,2
18483,3
13528,3
10954,2
790,2
3835,2
8414,2
8572,2
6476,2
10175,3
14711,1
2236,2
18379,2
15328,1
5923,2
8704,1
5548,2
15547,1
8245,2
13878,1
13651,1
11506,2
16513,2
16353,1
994,2
11564,2
413,2
2635,2
5322,2
18169,2
13603,2
17929,2
4589,2
5229,2
4895,2
16105,2
13730,2
5117,2
4943,2
5900,1
8720,2
11084,2
11021,3
17974,2
10471,2
7803,2
12750,2
4969,2
5792,2
8134,2
16862,2
18149,2
5790,2
5698,2
18323,1
3957,2
7055,2
7031,2
6685,2
11063,2
19010,2
16833,2
1222,2
14766,2
12271,2
9130,1
13661,2
14445,2
6465,2
13349,3
15115,1
5284,2
5031,2
18717,2
2685,2
17401,2
13481,2
3554,3
462,2
13595,2
4705,2
10640,3
17644,3
14336,2
15710,2
12925,3
7659,2
11807,2
8872,1
18452,2
5758,3
522,2
18967,1
11005,3
9727,2
14916,2
4234,2
17519,2
16870,2
12241,1
15435,2
2899,2
6986,1
11980,3
14201,2
701,3
3250,2
5269,3
2593,2
5222,3
9765,2
453,2
2270,2
9750,2
1393,2
4532,2
8590,2
11230,2
745,2
12739,2
6876,2
6017,2
7769,2
12982,2
10204,2
2421,2
10862,2
5538,2
16360,2
13562,2
1121,3
14076,2
12933,3
12907,2
4280,3
14410,2
7616,2
4245,3
6449,1
14169,2
3157,3
1537,2
2571,2
17468,2
2742,2
10670,1
668,2
12855,3
6641,2
10880,2
11584,2
4462,2
12943,2
15352,2
18248,2
585,3
17755,1
18582,3
15070,1
3847,1
2394,2
12067,3
4436,2
15105,2
8591,2
14526,1
8443,1
8955,3
8899,3
12930,3
15948,2
9550,2
10847,2
12978,2
8568,3
2314,2
9405,2
4130,2
18103,2
14923,2
16723,2
12656,3
16029,2
8477,2
14178,2
6356,1
16596,2
13193,3
7433,2
6633,3
3285,2
4086,2
17392,2
6033,2
1572,2
16295,2
15588,2
6178,2
17428,2
17295,2
2634,2
12640,2
10885,2
3976,3
10893,2
803,2
14941,1
12382,2
391,1
17442,3
14765,2
12102,2
15821,2
2891,2
1928,2
12508,1
10395,1
18153,2
8531,2
2096,2
3786,2
6461,2
6843,2
16925,3
9379,3
9533,2
3060,2
9702,2
13788,2
17150,2
4524,2
10174,1
1626,2
1844,2
114,2
17681,2
18780,2
6072,3
3314,2
9809,2
16373,3
13846,2
16976,2
5752,1
7909,2
14204,2
6343,2
2505,2
12183,3
16902,3
8813,1
4250,2
18913,2
2758,3
3855,2
18863,3
3507,1
17647,1
12415,3
18269,3
13359,2
12579,2
227,1
16778,2
3857,2
13804,2
14624,1
8323,2
14608,2
16866,2
439,2
17359,2
11552,2
328,2
11744,2
15951,2
12097,2
15560,2
1699,2
10379,2
10077,2
834,3
11787,2
18181,2
4659,2
16006,2
9370,2
7063,3
11662,2
3524,2
14463,3
11789,2
16826,1
15854,2
4609,2
13547,2
5906,2
9426,1
2437,2
11467,2
18771,3
6993,3
2895,2
1738,3
16776,2
17931,2
14936,2
15590,3
15185,3
1992,2
9451,2
14223,2
16493,1
10521,2
17839,2
13563,3
11419,2
9160,3
15371,3
12820,3
18072,2
18725,2
13920,3
8749,2
18887,2
12439,3
10819,3
16276,3
7168,2
3126,2
6695,3
4171,2
2346,2
3565,3
2280,3
2874,2
2521,2
1847,2
18617,3
8798,2
956,2
16498,2
8336,2
16145,1
14972,2
4084,2
6922,2
17731,3
9790,2
1678,1
6691,2
3750,2
4352,3
5949,1
492,2
1262,2
1786,2
14716,2
9359,2
2181,2
3198,2
1556,3
13130,2
8912,2
11248,2
2854,3
17667,2
15934,2
5164,2
8205,2
5250,2
6848,2
1093,2
277,3
14948,2
4823,2
7324,2
18540,2
11965,2
15071,2
13121,2
4309,2
15410,3
16378,2
18938,2
11631,3
14362,2
11314,2
7580,2
6107,3
11330,3
6752,2
6530,2
14997,2
16399,2
16732,2
7320,2
12959,2
3153,2
2117,2
3129,2
2214,2
18501,2
2898,2
4046,3
15687,3
8413,2
18328,1
14690,2
16079,2
11572,2
13739,2
10225,3
5757,2
774,2
7684,2
6080,2
4679,1
18264,3
17217,2
9825,2
1162,2
13345,2
16466,2
3287,2
6987,1
318,2
17314,1
3764,2
3436,2
4292,2
19008,1
1130,2
11157,2
14109,1
15858,2
11862,2
11990,2
12365,1
7075,2
15501,3
11435,2
1690,2
5189,2
9987,3
8380,2
17105,3
938,2
14375,2
4335,2
4907,2
14195,1
17119,3
14990,2
16505,2
13430,2
5016,2
16966,1
15723,2
7095,2
11295,2
16368,2
5084,1
17172,1
3249,2
13180,2
1665,3
9013,2
496,2
3225,2
16468,2
825,1
14304,2
13727,2
12862,2
18457,3
874,2
15916,3
17414,2
12905,2
4175,2
5662,2
7821,2
9341,2
7221,2
9159,2
9936,2
5422,2
16665,2
1933,3
4937,2
1725,3
6375,2
16022,2
11764,3
15726,2
17978,3
7932,2
18213,2
1027,3
16480,3
15361,3
9115,2
19071,2
8455,1
9890,2
11988,3
18605,3
15159,1
14043,3
16896,3
4112,3
17019,2
12346,2
974,2
12616,2
1510,2
13050,2
4293,2
17316,2
12412,2
6450,2
11200,2
7358,2
15987,2
13988,3
13955,2
16007,2
14678,1
7859,2
4526,3
17409,3
7053,1
632,2
8246,2
10153,3
7244,1
8685,3
5403,2
12017,1
11936,2
4696,2
2844,2
14085,2
19054,2
989,2
6292,2
2679,2
7504,2
16761,1
12141,1
10027,2
7319,3
5463,3
8727,2
3059,2
11162,2
934,2
15143,3
16879,2
2086,2
10623,2
1300,3
15689,2
8017,2
16271,2
19000,3
6302,2
4279,3
12970,2
2951,2
1278,2
5436,2
4294,2
138,2
13950,3
21,1
1324,2
14718,3
2062,2
2947,2
6588,1
15442,3
10051,2
8984,3
4229,3
7593,2
4133,2
16810,3
4176,2
13251,2
3439,2
18262,3
8138,2
18497,2
3307,2
1886,3
17437,2
374,2
290,2
6796,2
4917,2
3456,3
12123,2
1543,3
4961,2
2324,2
942,1
2293,2
9901,2
13962,2
9604,2
11975,2
10482,2
12723,2
4660,2
5654,3
11175,3
17079,2
14914,2
17170,2
9932,2
16435,3
4077,2
15465,1
15491,1
13013,2
7978,2
13688,3
953,3
7612,2
4928,2
11481,3
2147,2
4484,3
7772,1
1439,2
7287,1
18299,3
11545,1
14335,1
1134,2
10199,2
6743,2
18983,2
402,3
8857,3
12047,3
17456,2
8905,2
11444,3
16705,2
3842,2
1693,2
15116,2
11221,1
370,2
12996,2
3228,2
6795,2
18509,1
4683,2
2081,3
10154,2
5874,2
7607,1
17548,3
9005,2
13940,2
6057,2
13653,2
18183,2
7655,2
5259,2
8834,1
17696,2
13852,2
9766,2
2582,2
2090,2
2601,3
10877,2
16224,2
14767,3
12127,2
9348,3
13247,2
11192,3
2137,3
12142,2
4791,2
7005,2
18607,2
3662,3
5373,2
18137,2
11508,2
12912,2
6357,2
5540,2
9815,2
7164,2
7492,2
15027,2
16280,2
12581,3
2877,2
1079,2
5193,3
14682,2
9507,3
4854,2
8799,2
16744,2
16042,3
5824,3
15756,2
4614,1
17360,2
13431,2
1103,3
4584,3
18311,1
10980,2
12262,3
5828,2
6555,2
419,2
1822,1
10291,2
12975,2
12516,3
17390,3
5472,3
17000,3
1407,2
12366,2
15487,2
3627,2
9886,2
3941,3
7352,3
10874,2
3933,2
3294,2
15289,2
443,2
5988,2
17496,2
18952,3
10034,2
12566,3
14817,2
123,2
16444,2
4727,3
15574,2
18757,3
4007,2
14303,2
18693,2
10366,1
1743,3
3463,2
1471,2
8967,3
9480,2
14590,3
5201,2
9332,2
877,2
9061,2
10732,2
5684,2
11442,3
12007,3
8846,2
10503,2
3777,2
1694,2
19086,1
8262,3
15376,3
2352,2
17473,2
2729,2
12735,2
15193,2
3094,2
7411,2
3210,2
18445,2
15464,2
2937,2
5176,3
5357,2
18171,2
13426,3
12433,1
2223,3
13877,3
1859,3
13092,2
5497,2
12918,1
3393,2
4991,2
1955,2
9022,2
2373,2
8971,2
7560,2
18404,3
11645,2
254,2
11665,2
11626,3
586,3
9845,3
6849,2
0,2
6921,2
5215,2
5507,2
6032,2
9400,2
1946,3
6314,2
2182,2
3431,2
1908,3
18222,3
7799,3
5159,2
6049,2
4923,2
7154,3
8513,2
4305,2
14505,2
2448,2
8819,1
14649,2
4355,2
15030,2
241,2
4439,2
5882,1
5279,2
10336,2
16397,2
6273,2
9808,2
19036,1
18750,2
15772,3
15618,2
8059,2
9243,2
10851,2
5881,2
15197,2
6730,2
635,2
12411,2
2550,3
1545,2
17687,3
12075,2
12612,2
3867,2
8975,2
3973,2
9204,2
13088,2
4898,2
6239,2
15923,3
17362,2
4119,2
18383,1
15297,2
1557,2
17901,2
5617,2
3931,2
12186,2
18563,3
16616,1
7033,2
7453,1
13185,2
18554,2
16554,2
5257,1
17411,2
10113,2
11682,2
4619,2
8765,2
1198,2
9799,3
1115,2
17056,2
17418,2
10216,2
4221,3
6905,3
7548,1
4639,2
4218,2
12311,2
9092,1
11630,2
5794,2
16941,2
9490,2
5685,2
11592,2
8734,2
13649,1
15370,2
14258,2
10151,3
18964,2
18446,3
9192,2
108,2
13748,2
7115,2
2447,2
7907,2
7002,1
5372,2
13037,3
3459,2
16695,3
11576,2
7262,2
17515,2
3739,2
3358,3
414,3
8762,2
17591,3
9055,2
2351,2
8390,2
16188,2
904,2
15753,2
4127,2
8792,2
2643,2
5045,2
2386,2
14677,2
16955,3
4980,3
16927,1
6341,2
7295,2
8970,2
9095,2
821,2
7601,2
6324,2
13694,2
7179,2
5555,3
12646,2
636,2
18120,2
7107,2
7496,2
7681,2
210,2
8610,2
7225,2
3253,3
14882,3
10752,1
7019,1
643,2
13822,2
11305,2
8112,2
11527,2
18312,2
14487,2
890,2
18033,2
5859,2
8692,2
9634,2
11411,2
5313,2
5370,2
15292,2
18642,2
4742,2
14511,1
8601,2
3214,2
2726,2
14802,2
5327,2
9574,2
16625,2
10662,2
14917,2
4332,2
12542,3
14550,2
18744,3
6845,2
8645,3
11134,2
10915,3
2767,2
14437,3
11078,2
11904,3
4749,2
9823,3
5149,2
13418,2
9171,1
3360,2
1419,2
13035,2
10750,2
3950,2
7691,1
4661,3
565,2
4473,2
14821,3
16677,2
9520,2
3049,3
908,2
411,3
6523,2
2957,2
1503,2
12854,2
11457,1
14880,2
17510,2
7562,1
9029,3
15208,2
13511,1
1225,2
2209,1
7252,2
3117,2
3414,3
7507,1
5009,3
1281,3
17811,2
10628,1
6484,2
4645,3
15809,1
16663,3
7291,2
2408,2
1814,2
2663,2
4391,2
10122,2
13568,2
13612,3
17617,2
13775,3
15039,2
17727,2
11826,2
18202,2
8033,3
558,3
12111,3
18919,3
9238,2
2158,2
17076,2
14552,2
1650,2
9992,2
17475,2
9304,1
516,2
2686,2
17334,2
4141,1
11888,2
1018,2
6323,3
14105,2
8968,3
17216,2
9438,2
9967,2
6091,2
6153,2
8628,1
13672,2
9020,2
18194,2
18756,3
4397,3
5942,2
9481,2
12232,2
3778,2
4253,2
12338,3
358,3
19080,3
5635,3
6810,2
6667,2
15550,1
18565,2
14812,2
18896,2
17063,2
3199,3
8291,2
13274,2
8844,2
8779,2
14865,1
8822,1
855,2
4442,2
16535,1
1224,3
8986,2
3722,1
6738,2
2841,2
14042,2
2309,2
12755,3
8698,1
1308,2
10838,2
10310,2
4186,2
15065,1
9361,2
966,2
12320,2
2403,3
4401,1
6210,2
8679,2
14345,2
5319,2
508,2
13814,2
10986,2
10970,1
9410,2
7397,3
2547,3
826,3
4059,2
3693,2
13308,1
11114,2
15283,2
8029,1
12033,2
11654,2
3665,2
10435,3
5692,2
4099,2
2923,2
2800,2
15945,3
16027,2
2980,2
7202,1
15884,1
4796,2
10983,2
18779,3
18095,2
2543,2
18164,2
4840,2
1138,2
5745,2
11922,2
8170,2
10103,2
7178,2
2334,2
5275,3
3156,2
12826,3
8721,1
7830,1
4775,2
15917,2
16638,2
521,2
16035,2
14024,2
523,3
14222,2
5984,2
8010,2
4760,3
9404,2
4564,2
6831,2
11239,2
15798,2
8985,2
16747,1
3075,2
16290,2
10609,2
18580,2
17136,2
13522,2
11867,2
9907,2
6650,2
5076,2
5479,2
12028,2
8521,2
9220,1
7853,1
17333,3
11821,2
2596,2
10849,2
6716,2
15122,2
9226,2
1707,2
17675,2
15066,1
5979,2
14881,2
14606,2
10277,3
6932,2
12938,2
7913,2
5252,3
15707,1
1132,2
2711,2
4858,1
14697,3
1643,2
6169,2
10141,1
1437,3
1164,2
14530,2
17853,3
18001,2
11895,1
2840,2
9169,2
17255,3
15307,1
6697,2
2833,3
12128,1
14344,1
17225,3
17603,2
564,2
5985,2
5111,2
6501,3
13321,1
17840,3
11368,2
10069,2
7852,2
15604,2
18703,2
5735,2
7716,3
17623,3
8160,3
7251,3
8908,3
4429,2
5941,2
13747,2
15085,1
829,2
10176,2
5335,2
14406,3
2560,2
11873,3
1733,3
3218,2
13004,3
8699,2
2028,2
17533,2
1490,1
12058,2
13235,3
4216,3
11456,2
18898,2
17545,3
16548,2
6030,2
5198,1
6760,3
711,2
1237,2
5651,3
2855,2
1606,2
5890,2
10820,2
7417,2
486,2
8373,2
6250,2
3074,3
465,2
10543,2
17427,2
16331,3
11461,3
10677,2
19064,2
2532,2
18228,2
11348,2
10536,1
17315,2
2211,2
12602,1
18196,2
19043,1
9979,2
7177,2
17804,2
9054,1
3872,2
14803,2
13838,2
6914,2
15306,2
5196,2
14763,2
11170,2
7879,2
13018,2
4673,2
13999,2
7709,2
497,2
9612,2
1232,3
15453,2
16371,3
7698,1
12591,2
2806,2
12324,2
5854,1
18495,2
17498,1
6082,3
7444,2
8858,2
2097,2
7340,2
1563,2
9076,1
16491,2
4990,2
17290,2
6714,2
11623,2
13714,2
2143,2
7626,2
4370,2
1645,3
17344,2
15805,1
14393,2
13489,2
10177,1
11722,2
679,2
14160,2
10968,1
17253,2
18805,1
259,3
6137,2
16015,3
8342,2
11323,2
15766,3
16920,1
3540,2
3080,2
11083,1
16567,1
6376,2
14744,2
3830,1
7529,2
17518,3
15818,2
5891,2
10541,1
11148,2
16174,2
15443,2
6647,3
15828,3
14059,3
6472,2
10332,1
282,2
6125,2
12757,2
13806,2
8215,2
18108,1
6039,1
14075,2
9186,3
